t_const_Directors,n_const_Directors
tt0038776,nm0002031
tt0038777,nm0562845
tt0038778,nm0523893
tt0038779,nm0552058
tt0038780,nm0624535
tt0038781,nm0409757
tt0038782,nm0547446
tt0038783,nm0946756
tt0038784,nm0213940
tt0038785,nm0690499
tt0038786,nm0000813
tt0038787,nm0000033
tt0038788,nm0496505
tt0038789,nm0290041
tt0038790,nm0808421
tt0038791,nm0845290
tt0038792,nm0269290
tt0038793,nm0195647
tt0038794,nm0681635
tt0038795,nm0332539
tt0038796,nm0293989
tt0038797,nm0857075
tt0038798,nm0379850
tt0038799,nm0197900
tt0038800,nm0055142
tt0038801,nm0064415
tt0038802,nm0324013
tt0038803,nm0258015
tt0038804,nm0481270
tt0038805,nm0026088
tt0038806,nm0586262
tt0038807,nm0586262
tt0038808,nm0621540
tt0038809,nm0000878
tt0038810,nm0455839
tt0038811,nm0575963
tt0038812,nm0533114
tt0038813,nm0310449
tt0038814,nm0056838
tt0038815,nm0751514
tt0038816,nm0782947
tt0038817,nm0496505
tt0038818,nm0627864
tt0038819,nm0720297
tt0038820,nm0627864
tt0038821,nm0914972
tt0038822,nm0241565
tt0038823,nm0744023
tt0038824,nm0245213
tt0038825,\N
tt0038826,nm0272059
tt0038827,nm0631438
tt0038828,nm0782947
tt0038829,nm0560489
tt0038830,nm0691555
tt0038831,nm0925423
tt0038832,nm0020765
tt0038833,nm0341486
tt0038834,nm0792450
tt0038835,nm0002489
tt0038836,nm0314671
tt0038837,nm0002165
tt0038838,nm0071560
tt0038839,nm0496505
tt0038840,nm0275034
tt0038841,nm0955901
tt0038842,nm0928214
tt0038843,nm0179508
tt0038844,nm0410408
tt0038845,nm0056838
tt0038846,nm0437356
tt0038847,nm0629363
tt0038848,nm0586120
tt0038849,\N
tt0038850,nm0139151
tt0038851,nm0255547
tt0038852,nm0001120
tt0038853,nm0138893
tt0038854,nm0307819
tt0038855,nm0677403
tt0038856,nm0627864
tt0038857,nm0552871
tt0038858,nm0660086
tt0038859,nm0103855
tt0038860,nm0468882
tt0038861,nm0317856
tt0038862,nm0351058
tt0038863,nm0637660
tt0038864,nm0627864
tt0038865,nm0005062
tt0038866,nm0293989
tt0038867,nm0906234
tt0038868,nm0385171
tt0038869,nm0567757
tt0038870,nm0876343
tt0038871,nm0944573
tt0038872,nm0212500
tt0038873,nm0332539
tt0038874,nm0139878
tt0038875,nm0864006
tt0038876,nm0245385
tt0038877,nm0075318
tt0038878,nm0792450
tt0038879,nm0505610
tt0038880,nm0293989
tt0038881,nm0925028
tt0038882,nm0303120
tt0038883,nm0896279
tt0038884,nm0139878
tt0038885,nm0220305
tt0038886,nm0329574
tt0038887,nm0623401
tt0038888,nm0029049
tt0038889,nm0936823
tt0038890,nm0744023
tt0038891,nm0656496
tt0038892,nm0849806
tt0038893,nm0005062
tt0038894,nm0006943
tt0038895,nm0289297
tt0038896,nm0896279
tt0038897,nm0560489
tt0038898,nm0586262
tt0038899,nm0586262
tt0038900,nm0586262
tt0038901,nm0586262
tt0038902,nm0919012
tt0038903,nm0062183
tt0038904,nm0719756
tt0038905,nm0235066
tt0038906,nm0129327
tt0038907,nm0819806
tt0038908,nm0802862
tt0038909,nm0853028
tt0038910,nm0388581
tt0038911,nm0001811
tt0038912,nm0720297
tt0038913,nm0001120
tt0038914,nm0913773
tt0038915,nm0226189
tt0038916,nm0502752
tt0038917,nm0792450
tt0038918,nm0484645
tt0038919,nm0588183
tt0038920,nm0883586
tt0038921,nm0631370
tt0038922,nm0485943
tt0038923,nm0959077
tt0038924,nm0071682
tt0038925,nm0906234
tt0038926,nm0064415
tt0038927,nm0763798
tt0038928,nm0836328
tt0038929,nm0002542
tt0038930,nm0385171
tt0038931,nm0439074
tt0038932,nm0906234
tt0038933,nm0006943
tt0038934,nm0946391
tt0038935,nm0066247
tt0038936,nm0819806
tt0038937,nm0921288
tt0038938,nm0064600
tt0038939,nm0951492
tt0038940,nm0316295
tt0038941,nm0385171
tt0038942,nm0831580
tt0038943,nm0496505
tt0038944,nm0520419
tt0038945,nm0623401
tt0038946,nm0567757
tt0038947,nm0759787
tt0038948,nm0629580
tt0038949,nm0292134
tt0038950,nm0423644
tt0038951,nm0076618
tt0038952,nm0419282
tt0038953,\N
tt0038954,nm0151404
tt0038955,nm0003422
tt0038956,nm0059106
tt0038957,nm0608986
tt0038958,nm0507390
tt0038959,nm0752541
tt0038960,nm0054374
tt0038961,nm0054374
tt0038962,nm0054374
tt0038963,nm0894022
tt0038964,nm0360253
tt0038965,nm0000581
tt0038966,nm0692111
tt0038967,nm0008999
tt0038968,nm0567757
tt0038969,nm0287836
tt0038970,nm0144677
tt0038971,nm0631438
tt0038972,nm0217035
tt0038973,nm0372942
tt0038974,nm0523893
tt0038975,nm0802563
tt0038976,nm0064415
tt0038977,nm0053484
tt0038978,nm0360286
tt0038979,nm0819806
tt0038980,nm0774595
tt0038981,nm0849806
tt0038982,nm0005847
tt0038983,nm0014351
tt0038984,nm0076779
tt0038985,nm0712639
tt0038986,nm0542649
tt0038987,nm0864006
tt0038988,nm0587277
tt0038989,nm0564971
tt0038990,nm0880618
tt0038991,nm0000080
tt0038992,\N
tt0038993,nm0554924
tt0038994,nm0639284
tt0038995,nm0819806
tt0038996,nm0075318
tt0038997,nm0896279
tt0038998,nm0639495
tt0038999,nm0494110
tt0039000,nm0878338
tt0039001,nm0683993
tt0039002,nm0076750
tt0039003,nm0439597
tt0039004,nm0216381
tt0039005,nm0698661
tt0039006,nm0412017
tt0039007,nm0295844
tt0039008,nm0792450
tt0039009,nm0905729
tt0039010,nm0337586
tt0039011,nm0627087
tt0039012,nm0313124
tt0039013,nm0191169
tt0039014,nm0701854
tt0039015,nm0681635
tt0039016,nm0419282
tt0039017,nm0624756
tt0039018,nm0627864
tt0039019,nm0623401
tt0039020,nm0763453
tt0039021,nm0623401
tt0039022,nm0097648
tt0039023,nm0859651
tt0039024,nm0890085
tt0039025,nm0624535
tt0039026,nm0401680
tt0039027,nm0076618
tt0039028,nm0925028
tt0039029,nm0624535
tt0039030,nm0076618
tt0039031,nm0125636
tt0039032,nm0800373
tt0039033,nm0623401
tt0039034,nm0292134
tt0039035,nm0926636
tt0039036,nm0229424
tt0039037,nm0059106
tt0039038,nm0124877
tt0039039,nm0626885
tt0039040,nm0500552
tt0039041,nm0681635
tt0039042,nm0782947
tt0039043,nm0902270
tt0039044,nm0627438
tt0039045,nm0053484
tt0039046,nm0294261
tt0039047,nm0735879
tt0039048,nm0385171
tt0039049,nm0737053
tt0039050,nm0484645
tt0039051,nm0899378
tt0039052,nm0849806
tt0039053,nm0124877
tt0039054,nm0467396
tt0039055,nm0202088
tt0039056,nm0268513
tt0039057,nm0623401
tt0039058,nm0379850
tt0039059,nm0157069
tt0039060,nm0759386
tt0039061,nm0160108
tt0039062,nm0925028
tt0039063,nm0385171
tt0039064,nm0567757
tt0039065,nm0139878
tt0039066,nm0591486
tt0039067,nm0505610
tt0039068,nm0148616
tt0039069,\N
tt0039070,\N
tt0039071,\N
tt0039072,nm0626885
tt0039073,nm0064600
tt0039074,nm0003226
tt0039075,nm0329574
tt0039076,nm0285831
tt0039077,nm0671708
tt0039078,nm0003433
tt0039079,nm0665010
tt0039080,nm0796923
tt0039081,nm0882795
tt0039082,nm0319574
tt0039085,nm0451576
tt0039086,nm0268866
tt0039087,nm0735879
tt0039088,nm0954713
tt0039089,nm0097074
tt0039090,nm0000041
tt0039091,nm0455839
tt0039092,nm0045800
tt0039093,nm0571781
tt0039094,nm0578985
tt0039095,nm0403126
tt0039096,nm0186063
tt0039098,nm0485647
tt0039099,nm0236980
tt0039100,nm0454790
tt0039101,nm0595804
tt0039102,nm0294094
tt0039103,nm0059106
tt0039105,nm0439597
tt0039106,nm0880618
tt0039107,nm0289297
tt0039108,nm0849806
tt0039109,nm0527217
tt0039110,nm0503777
tt0039111,nm0113284
tt0039112,nm0071682
tt0039113,nm0729294
tt0039114,nm0547446
tt0039115,nm0451844
tt0039116,nm0910199
tt0039117,nm0377613
tt0039118,nm0088541
tt0039119,nm0284282
tt0039120,nm0590202
tt0039121,\N
tt0039122,nm0168641
tt0039123,nm0200022
tt0039124,\N
tt0039125,nm0484645
tt0039126,nm0353292
tt0039127,nm0166058
tt0039128,nm0076746
tt0039129,nm0007815
tt0039130,nm0503814
tt0039131,nm0303120
tt0039132,nm0699877
tt0039133,nm0627864
tt0039134,nm0494110
tt0039135,nm0168413
tt0039136,nm0148602
tt0039137,nm0023813
tt0039138,nm0720297
tt0039139,nm0168685
tt0039140,nm0273285
tt0039141,nm0529936
tt0039142,nm0925028
tt0039143,nm0766503
tt0039144,nm0293989
tt0039145,nm0819806
tt0039146,nm0103855
tt0039147,nm0566959
tt0039148,nm0690041
tt0039149,nm0290041
tt0039150,nm0213940
tt0039151,nm0000878
tt0039152,nm0335455
tt0039153,nm0631370
tt0039154,nm0949031
tt0039155,nm0065442
tt0039156,\N
tt0039157,nm0936823
tt0039158,nm0363356
tt0039159,nm0592056
tt0039160,nm0643443
tt0039161,nm0578582
tt0039162,nm0578582
tt0039163,nm0560395
tt0039164,nm0841483
tt0039165,nm0013605
tt0039166,nm0008897
tt0039167,nm0345353
tt0039168,nm0831720
tt0039169,nm0718321
tt0039170,nm0285946
tt0039171,nm0720297
tt0039172,nm0897340
tt0039173,nm0285831
tt0039174,nm0281507
tt0039175,nm0661038
tt0039176,nm0883334
tt0039177,nm0041678
tt0039178,nm0851537
tt0039179,nm0656528
tt0039180,nm0936823
tt0039181,nm0002542
tt0039182,nm0585405
tt0039183,nm0585405
tt0039184,nm1293043
tt0039185,nm0282549
tt0039186,nm0859651
tt0039187,nm0859651
tt0039188,nm0718466
tt0039189,nm0571781
tt0039190,nm0467396
tt0039191,nm0439597
tt0039192,nm0696247
tt0039193,nm0071560
tt0039194,nm0782947
tt0039195,nm0002165
tt0039196,nm0268513
tt0039197,nm0330036
tt0039198,nm0782804
tt0039199,nm0946756
tt0039200,nm0075562
tt0039201,nm0075562
tt0039202,nm0075562
tt0039203,nm0075562
tt0039204,nm0744035
tt0039205,nm0603523
tt0039206,nm0663653
tt0039207,nm0455741
tt0039208,nm0001415
tt0039209,nm0360286
tt0039210,nm0853028
tt0039211,nm0936404
tt0039212,nm0128715
tt0039213,nm0002179
tt0039214,nm0868315
tt0039215,nm0160108
tt0039216,nm0064415
tt0039217,nm0103975
tt0039218,nm0071560
tt0039219,nm0076618
tt0039220,nm0099589
tt0039221,nm1953006
tt0039222,nm0313022
tt0039223,nm0657951
tt0039224,nm0202088
tt0039225,nm0409741
tt0039226,nm0059106
tt0039227,nm0712748
tt0039228,nm0567757
tt0039229,nm0758508
tt0039230,nm0615868
tt0039231,nm0806692
tt0039232,nm0132867
tt0039233,nm0211459
tt0039234,nm0238810
tt0039235,nm0268513
tt0039236,nm0245385
tt0039237,nm0216941
tt0039238,nm0487870
tt0039239,nm0592056
tt0039240,nm0032719
tt0039241,nm0096649
tt0039242,nm0490950
tt0039243,nm0454771
tt0039244,nm0880618
tt0039245,nm0711855
tt0039246,nm0136579
tt0039247,nm0880536
tt0039248,nm0554924
tt0039249,nm0385171
tt0039250,nm0796645
tt0039251,nm0360253
tt0039252,nm0360253
tt0039253,nm0204190
tt0039254,nm0657509
tt0039255,nm0292720
tt0039256,nm0580192
tt0039257,nm0884577
tt0039258,nm0258513
tt0039259,nm0853028
tt0039260,nm0909825
tt0039261,nm0853028
tt0039262,nm0064415
tt0039263,nm0360286
tt0039264,nm0802367
tt0039265,nm0129830
tt0039266,nm0547446
tt0039267,nm0002164
tt0039268,nm0360286
tt0039270,nm0139878
tt0039271,nm0075318
tt0039272,nm0096649
tt0039273,nm0347589
tt0039274,nm0586262
tt0039275,nm0309083
tt0039276,nm0554924
tt0039277,nm0337586
tt0039278,nm0674398
tt0039279,nm0505610
tt0039280,nm0726729
tt0039281,nm0928214
tt0039282,nm0137866
tt0039283,nm0145336
tt0039284,nm0285946
tt0039285,nm0599044
tt0039286,nm0229424
tt0039287,nm0571781
tt0039288,nm0324013
tt0039289,nm0309083
tt0039290,nm0025107
tt0039291,nm0171385
tt0039292,nm0139606
tt0039293,nm0502752
tt0039294,nm0695937
tt0039295,nm0273203
tt0039296,nm0222157
tt0039297,nm0141351
tt0039298,nm0484645
tt0039299,nm0002179
tt0039300,nm0812827
tt0039301,nm0325135
tt0039302,nm0202681
tt0039303,nm0657162
tt0039304,nm0071682
tt0039305,nm0188669
tt0039306,nm0005674
tt0039307,nm0751514
tt0039308,nm0624535
tt0039309,nm0490444
tt0039310,nm0498693
tt0039311,nm0020765
tt0039312,nm0767701
tt0039313,nm0542649
tt0039314,nm0560489
tt0039315,nm0377613
tt0039316,nm0484645
tt0039317,nm0270765
tt0039318,nm0928108
tt0039319,nm0538966
tt0039320,nm0712639
tt0039321,nm0712639
tt0039322,nm0802367
tt0039323,nm0310449
tt0039324,nm0829038
tt0039325,nm0801717
tt0039326,nm0403855
tt0039327,nm0226715
tt0039328,nm0946756
tt0039329,nm0204190
tt0039330,nm0317856
tt0039331,nm0454790
tt0039332,nm0524551
tt0039333,nm0897340
tt0039334,nm0314973
tt0039335,nm0002030
tt0039336,nm0800547
tt0039337,nm0355284
tt0039338,nm0360253
tt0039339,nm0329574
tt0039340,nm0725257
tt0039341,nm0245385
tt0039342,nm0560395
tt0039343,nm0644983
tt0039344,nm0001905
tt0039345,nm0571781
tt0039346,nm0268513
tt0039347,nm0415756
tt0039348,nm0018136
tt0039349,nm0259838
tt0039350,nm0420724
tt0039351,nm0535512
tt0039352,nm0711894
tt0039353,nm0785488
tt0039354,nm0252475
tt0039355,nm0379850
tt0039356,nm0878604
tt0039357,nm0324013
tt0039358,nm0140267
tt0039359,nm0138156
tt0039360,nm0649097
tt0039361,nm0086251
tt0039362,nm0554924
tt0039363,nm0351058
tt0039364,nm0129327
tt0039365,nm0337586
tt0039366,nm0287836
tt0039367,nm0524995
tt0039368,nm0494110
tt0039369,nm0491504
tt0039370,nm0693281
tt0039371,nm0317856
tt0039372,nm0788058
tt0039373,nm0560395
tt0039375,nm0913773
tt0039376,nm0572235
tt0039377,nm0861703
tt0039378,nm0629363
tt0039379,\N
tt0039380,nm0853028
tt0039381,nm0131460
tt0039382,nm0432031
tt0039383,nm0001910
tt0039384,nm0121200
tt0039385,nm0046819
tt0039386,nm0041678
tt0039387,nm0385171
tt0039388,nm0644983
tt0039389,nm0718115
tt0039390,nm0836328
tt0039391,nm0695937
tt0039392,nm0652974
tt0039393,nm0360286
tt0039394,nm0821472
tt0039395,nm0204190
tt0039396,nm0908831
tt0039397,nm0313124
tt0039398,nm0213136
tt0039399,nm0076618
tt0039400,nm0200877
tt0039401,nm0739794
tt0039402,nm0273477
tt0039403,nm0558127
tt0039404,\N
tt0039405,nm0831720
tt0039406,nm0455839
tt0039407,nm0489155
tt0039408,nm0284282
tt0039409,nm0920074
tt0039410,nm0928781
tt0039411,nm0064415
tt0039412,nm0128715
tt0039413,nm0812150
tt0039414,nm0293989
tt0039415,nm0954234
tt0039416,nm0001415
tt0039417,nm0744023
tt0039418,nm0086251
tt0039419,nm0853028
tt0039420,nm0000581
tt0039421,nm0786607
tt0039422,nm0236980
tt0039423,nm0849474
tt0039424,nm0314584
tt0039425,nm0902270
tt0039426,nm0025926
tt0039427,nm0361518
tt0039428,nm0500552
tt0039429,nm0460667
tt0039430,nm0925028
tt0039431,nm0910199
tt0039432,nm0128715
tt0039433,nm0204190
tt0039434,nm0000320
tt0039435,nm0766503
tt0039437,nm0767701
tt0039438,nm0505610
tt0039439,nm0718115
tt0039440,nm0385171
tt0039441,nm0905729
tt0039442,nm0349426
tt0039443,nm0139606
tt0039444,nm0925028
tt0039445,nm0010757
tt0039446,nm0269290
tt0039447,nm0064415
tt0039448,nm0293989
tt0039449,nm0621540
tt0039450,nm0639495
tt0039451,nm0172485
tt0039452,nm0942007
tt0039453,nm0736610
tt0039454,nm0411186
tt0039455,\N
tt0039456,nm0800373
tt0039457,nm0656216
tt0039458,nm0302143
tt0039459,nm0919012
tt0039460,nm0083063
tt0039461,nm0176699
tt0039462,nm0002164
tt0039463,nm0718115
tt0039464,nm0076779
tt0039465,nm0567757
tt0039466,nm0571781
tt0039467,nm0938243
tt0039468,nm0925028
tt0039469,\N
tt0039470,nm0819806
tt0039471,nm0401680
tt0039472,nm0445033
tt0039473,nm0002179
tt0039474,nm0571781
tt0039475,nm0000813
tt0039476,nm0005062
tt0039477,nm0176699
tt0039478,nm0187769
tt0039479,nm0221423
tt0039480,nm0951587
tt0039481,nm0859651
tt0039482,nm0005738
tt0039483,nm0045800
tt0039484,nm0782682
tt0039485,nm0466099
tt0039486,nm0767701
tt0039487,nm0020765
tt0039488,nm0946756
tt0039489,nm0076750
tt0039490,nm0477702
tt0039491,nm0002158
tt0039492,nm0290870
tt0039493,nm0005062
tt0039494,\N
tt0039495,nm0876343
tt0039496,nm0547446
tt0039497,nm0360253
tt0039498,nm0285946
tt0039499,nm0714447
tt0039500,nm0005789
tt0039501,nm0926636
tt0039502,nm0215877
tt0039503,nm0831577
tt0039504,nm0939992
tt0039505,nm0289297
tt0039506,nm0951587
tt0039507,nm0415612
tt0039508,nm0147902
tt0039509,nm0461497
tt0039510,nm0418438
tt0039511,nm0139878
tt0039512,nm0216381
tt0039513,nm0166836
tt0039514,nm0494110
tt0039515,nm0744035
tt0039516,nm0003226
tt0039517,nm0886757
tt0039518,nm0720297
tt0039519,nm0455938
tt0039520,nm0006018
tt0039521,nm3472679
tt0039522,nm0703498
tt0039523,nm0627864
tt0039524,nm0286578
tt0039525,nm0003433
tt0039526,nm0836328
tt0039527,nm0220131
tt0039528,nm0455839
tt0039529,nm0496505
tt0039530,nm0172485
tt0039531,nm0746740
tt0039532,nm0439597
tt0039533,nm0127511
tt0039534,nm0002179
tt0039535,nm0000813
tt0039536,nm0368871
tt0039537,nm0804565
tt0039538,nm0157140
tt0039539,nm0904706
tt0039540,nm0269290
tt0039541,nm0092701
tt0039542,nm0481838
tt0039543,nm0596410
tt0039544,nm0751514
tt0039545,nm0599910
tt0039546,nm0823864
tt0039547,nm0720297
tt0039548,nm0385171
tt0039549,nm0003433
tt0039550,nm0792450
tt0039551,nm0623401
tt0039552,nm0782947
tt0039553,nm0257638
tt0039554,nm0792450
tt0039555,nm0909434
tt0039556,nm0000581
tt0039557,nm0385171
tt0039558,nm0623401
tt0039559,nm0853028
tt0039560,nm0000878
tt0039561,nm0135730
tt0039562,nm0848519
tt0039563,nm0239069
tt0039564,nm0025926
tt0039565,nm0791788
tt0039566,nm0002031
tt0039567,nm0936252
tt0039568,nm0693281
tt0039569,nm0567757
tt0039570,nm0491504
tt0039571,nm0237424
tt0039572,nm0005062
tt0039573,nm0423964
tt0039574,nm0478441
tt0039575,nm0216941
tt0039576,nm0129327
tt0039577,nm0649563
tt0039578,nm0623401
tt0039579,nm0329574
tt0039580,nm0496505
tt0039581,nm0514822
tt0039582,nm0419265
tt0039583,nm0300010
tt0039584,nm0439597
tt0039585,nm0208111
tt0039586,nm0926636
tt0039587,nm0357607
tt0039588,nm0022107
tt0039589,nm0802862
tt0039590,nm0075123
tt0039591,nm0466113
tt0039592,nm0004454
tt0039593,nm0335902
tt0039594,nm0461497
tt0039595,nm0920074
tt0039596,nm0629363
tt0039597,nm0129830
tt0039598,nm0062183
tt0039599,nm0280727
tt0039600,nm0035199
tt0039601,nm0461497
tt0039602,nm0586262
tt0039603,nm0300364
tt0039604,nm0749596
tt0039605,nm0207772
tt0039606,nm0379850
tt0039607,nm0002179
tt0039608,nm0284282
tt0039609,nm0844538
tt0039610,nm0835224
tt0039611,nm0221423
tt0039612,nm0819806
tt0039613,nm0237424
tt0039614,nm0051220
tt0039615,nm0167496
tt0039616,nm0293260
tt0039617,nm0583335
tt0039618,nm0641007
tt0039619,nm0023012
tt0039620,nm0204190
tt0039621,nm0126547
tt0039622,nm0853028
tt0039623,nm0629363
tt0039624,nm0650626
tt0039625,nm0002179
tt0039626,nm0758508
tt0039627,nm0454028
tt0039628,nm0780833
tt0039629,nm0292720
tt0039630,nm0655411
tt0039631,nm0000122
tt0039632,nm0166996
tt0039633,nm0137588
tt0039634,nm0485943
tt0039635,nm0279202
tt0039636,nm0629580
tt0039637,nm0360253
tt0039638,nm0302143
tt0039639,nm0008906
tt0039640,nm0380581
tt0039641,nm0531306
tt0039642,nm0876440
tt0039643,nm0022216
tt0039644,nm0654663
tt0039645,nm0637790
tt0039646,nm0823864
tt0039647,nm0124877
tt0039648,nm0837116
tt0039649,nm0403855
tt0039650,nm0627438
tt0039651,nm0654868
tt0039652,nm0845290
tt0039653,nm0721074
tt0039654,nm0788880
tt0039655,nm0523893
tt0039656,nm0064415
tt0039657,nm0146709
tt0039658,nm0442546
tt0039659,nm0188669
tt0039660,nm0796923
tt0039661,nm0332539
tt0039662,nm0350927
tt0039663,nm0524551
tt0039664,nm0409757
tt0039665,nm0350947
tt0039666,nm0792605
tt0039667,nm0245385
tt0039668,nm0735879
tt0039669,nm0554924
tt0039670,nm0466691
tt0039671,nm0144075
tt0039672,nm0808421
tt0039673,nm0377613
tt0039674,nm0641045
tt0039675,nm0749596
tt0039676,nm0001928
tt0039677,nm0715346
tt0039678,nm0936823
tt0039679,nm0859387
tt0039680,nm0433512
tt0039681,nm0571781
tt0039682,nm0952737
tt0039683,nm0819806
tt0039684,nm0953072
tt0039685,nm0217107
tt0039686,nm0211964
tt0039687,nm0076618
tt0039688,nm0419265
tt0039689,nm0869664
tt0039690,nm0623401
tt0039691,nm0182244
tt0039692,nm0379850
tt0039693,nm0560489
tt0039694,nm0000033
tt0039695,nm0053484
tt0039696,nm0171385
tt0039697,\N
tt0039698,nm0550892
tt0039699,nm0296285
tt0039700,nm0005062
tt0039701,nm0064415
tt0039702,nm0942007
tt0039703,nm0494110
tt0039704,nm0412235
tt0039705,nm0405509
tt0039706,nm0481838
tt0039707,nm0782947
tt0039708,nm0853028
tt0039709,nm0921288
tt0039710,nm0468882
tt0039711,nm0629363
tt0039712,nm0629363
tt0039713,nm0585405
tt0039714,nm0379850
tt0039715,nm0379850
tt0039716,nm0055823
tt0039717,nm0304400
tt0039718,nm0124722
tt0039719,\N
tt0039720,\N
tt0039721,\N
tt0039722,\N
tt0039723,nm0703124
tt0039724,nm0720297
tt0039725,nm0076779
tt0039726,nm0572235
tt0039727,nm0385171
tt0039728,nm0008999
tt0039729,nm0936252
tt0039730,nm0928644
tt0039731,nm0186650
tt0039732,nm0524551
tt0039733,nm0876440
tt0039734,nm0580192
tt0039735,nm0506797
tt0039736,nm0749596
tt0039737,nm0909825
tt0039738,nm0056838
tt0039739,nm0167241
tt0039741,nm0759470
tt0039742,nm0205760
tt0039743,nm0278272
tt0039744,nm0585405
tt0039745,nm0294094
tt0039746,nm0701834
tt0039747,nm0293989
tt0039748,nm0542649
tt0039749,nm0560489
tt0039750,nm0211964
tt0039751,nm0853028
tt0039752,nm0459801
tt0039753,nm0602277
tt0039754,\N
tt0039756,nm0000813
tt0039757,nm0202681
tt0039758,nm0782947
tt0039759,nm0189464
tt0039760,nm0176470
tt0039761,nm0921288
tt0039762,nm0629363
tt0039763,nm0636494
tt0039764,nm0853028
tt0039765,nm0643506
tt0039766,nm0166234
tt0039767,nm0142975
tt0039768,nm0599910
tt0039769,nm0008999
tt0039770,nm0107854
tt0039771,nm0631438
