n_const,first_name,last_name,birth_year,death_year
nm0001262,Ben,Gazzara,1930,2012
nm0001263,Jason,Gedrick,1965,NULL
nm0001264,Sarah,Michelle,1977,NULL
nm0001265,Susan,George,1950,NULL
nm0001266,Gil,Gerard,1943,NULL
nm0001267,Balthazar,Getty,1975,NULL
nm0001268,Estelle,Getty,1923,2008
nm0001269,Cynthia,Gibb,\N,NULL
nm0001270,Brian,Gibson,1944,2004
nm0001271,Melissa,Gilbert,1964,NULL
nm0001272,Annabeth,Gish,1971,NULL
nm0001273,Lillian,Gish,1893,1993
nm0001274,Paul,Michael,1943,NULL
nm0001275,Philip,Glass,1937,NULL
nm0001276,Jackie,Gleason,1916,1987
nm0001277,Scott,Glenn,1939,NULL
nm0001278,John,Glover,1944,NULL
nm0001279,William,Goldman,1931,NULL
nm0001280,Jenette,Goldstein,1960,NULL
nm0001281,Bobcat,Goldthwait,1962,NULL
nm0001282,Tony,Goldwyn,1960,NULL
nm0001283,Louis,Gossett,1936,NULL
nm0001284,Michael,Gough,1916,2011
nm0001285,Elliott,Gould,1938,NULL
nm0001286,Elizabeth,Gracen,1961,NULL
nm0001287,Heather,Graham,1970,NULL
nm0001288,Kelsey,Grammer,1955,NULL
nm0001289,Stewart,Granger,1913,1993
nm0001290,Richard,E.Grant,1957,NULL
nm0001291,Rupert,Graves,1963,NULL
nm0001292,Erin,Gray,1950,NULL
nm0001293,Seth,Green,1974,NULL
nm0001294,Graham,Greene,1904,1991
nm0001295,Graham,Greene,1952,NULL
nm0001296,Lorne,Greene,1915,1987
nm0001297,Joel,Grey,1932,NULL
nm0001298,Richard,Grieco,1965,NULL
nm0001299,Thomas,Ian,1962,NULL
nm0001300,John,Grisham,1955,NULL
nm0001301,Charles,Grodin,1935,NULL
nm0001302,Christopher,Guest,1948,NULL
nm0001303,Carla,Gugino,1971,NULL
nm0001304,Fred,Gwynne,1926,1993
nm0001305,Lukas,Haas,1976,NULL
nm0001306,Larry,Hagman,1931,2012
nm0001307,Stacy,Haiduk,1968,NULL
nm0001308,Alan,Hale,1921,1990
nm0001309,Anthony,Michael,1968,NULL
nm0001310,Kevin,Peter,1955,1991
nm0001311,Philip,Baker,1931,NULL
nm0001312,Geri,Horner,1972,NULL
nm0001313,George,Hamilton,1939,NULL
nm0001314,John,Hannah,1962,NULL
nm0001315,Marcia,Gay,1959,NULL
nm0001316,Oliver,Hardy,1892,1957
nm0001317,Renny,Harlin,1959,NULL
nm0001318,Jean,Harlow,1911,1937
nm0001319,Mark,Harmon,1951,NULL
nm0001320,Valerie,Harper,1939,NULL
nm0001321,Richard,Harris,1930,2002
nm0001322,Rex,Harrison,1908,1990
nm0001323,Debbie,Harry,1945,NULL
nm0001324,Ian,Hart,1964,NULL
nm0001325,Hal,Hartley,1959,NULL
nm0001326,Josh,Hartnett,1978,NULL
nm0001327,David,Hasselhoff,1952,NULL
nm0001328,Howard,Hawks,1896,1977
nm0001329,Nigel,Hawthorne,1929,2001
nm0001330,Sterling,Hayden,1916,1986
nm0001331,Todd,Haynes,1961,NULL
nm0001332,Robert,Hays,1947,NULL
nm0001333,Susan,Hayward,1917,1975
nm0001334,John,Heard,1946,2017
nm0001335,Tippi,Hedren,1930,NULL
nm0001336,Van,Heflin,1908,1971
nm0001337,Katherine,Heigl,1978,NULL
nm0001338,Brian,Helgeland,1961,NULL
nm0001339,Marg,Helgenberger,1958,NULL
nm0001340,Katherine,Helmond,1929,NULL
nm0001341,Florence,Henderson,1934,2016
nm0001342,Jimi,Hendrix,1942,1970
nm0001343,Carrie,Henn,1976,NULL
nm0001344,Gregg,Henry,1952,NULL
nm0001345,Jim,Henson,1936,1990
nm0001346,Edward,Herrmann,1943,2014
nm0001347,Barbara,Hershey,1948,NULL
nm0001348,Werner,Herzog,1942,NULL
nm0001349,Jennifer,Love,1979,NULL
nm0001350,Benny,Hill,1924,1992
nm0001351,George,Roy,1921,2002
nm0001352,Terence,Hill,1939,NULL
nm0001353,Walter,Hill,1942,NULL
nm0001354,Ciarí¡n,Hinds,1953,NULL
nm0001355,Michael,Hoffman,1956,NULL
nm0001356,Hulk,Hogan,1953,NULL
nm0001357,Paul,Hogan,1939,NULL
nm0001358,Hal,Holbrook,1925,NULL
nm0001359,Sterling,Holloway,1905,1992
nm0001360,John,Holmes,1944,1988
nm0001361,Tobe,Hooper,1943,NULL
nm0001362,Bob,Hope,1903,2003
nm0001363,Jane,Horrocks,1964,NULL
nm0001364,Bob,Hoskins,1942,2014
nm0001365,Whitney,Houston,1963,2012
nm0001366,Leslie,Howard,1893,1943
nm0001367,C.Thomas,Howell,1966,NULL
nm0001368,Ernie,Hudson,1945,NULL
nm0001369,Rock,Hudson,1925,1985
nm0001370,Finola,Hughes,1959,NULL
nm0001371,Tom,Hulce,1953,NULL
nm0001372,Bonnie,Hunt,1961,NULL
nm0001373,Linda,Hunt,1945,NULL
nm0001374,Jeffrey,Hunter,1926,1969
nm0001375,Kim,Hunter,1922,2002
nm0001376,Isabelle,Huppert,1953,NULL
nm0001377,Olivia,Hussey,1951,NULL
nm0001378,Anjelica,Huston,1951,NULL
nm0001379,John,Huston,1906,1987
nm0001380,Jim,Hutton,1934,1979
nm0001381,Lauren,Hutton,1943,NULL
nm0001382,Peter,Hyams,1943,NULL
nm0001383,David,HydePierce,1959,NULL
nm0001384,Ice-T,,1958,NULL
nm0001385,Eric,Idle,1943,NULL
nm0001386,Natalie,Imbruglia,1975,NULL
nm0001387,Kathy,Ireland,1963,NULL
nm0001388,Amy,Irving,1953,NULL
nm0001389,Chris,Isaak,1956,NULL
nm0001390,Janet,Jackson,1966,NULL
nm0001391,Michael,Jackson,1958,2009
nm0001392,Peter,Jackson,1961,NULL
nm0001393,Irène,Jacob,1966,NULL
nm0001394,Derek,Jacobi,1938,NULL
nm0001395,Richard,Jaeckel,1926,1997
nm0001396,Mick,Jagger,1943,NULL
nm0001397,Brion,James,1945,1999
nm0001398,Jenna,Jameson,1974,NULL
nm0001399,Marianne,Jean-Baptiste,1967,NULL
nm0001400,Michelle,Johnson,1965,NULL
nm0001401,Angelina,Jolie,1975,NULL
nm0001402,Terry,Jones,1942,NULL
nm0001403,Neil,Jordan,1950,NULL
nm0001404,Madeline,Kahn,1942,1999
nm0001405,Janusz,Kaminski,1959,NULL
nm0001406,Carol,Kane,1952,NULL
nm0001407,Mitzi,Kapture,1962,NULL
nm0001408,Shekhar,Kapur,1945,NULL
nm0001409,Tchéky,Karyo,1953,NULL
nm0001410,Lawrence,Kasdan,1949,NULL
nm0001411,William,Katt,1951,NULL
nm0001412,Andy,Kaufman,1949,1984
nm0001413,Julie,Kavner,1950,NULL
nm0001414,Danny,Kaye,1911,1987
nm0001415,Elia,Kazan,1909,2003
nm0001416,Catherine,Keener,1959,NULL
nm0001417,Brian,Keith,1921,1997
nm0001418,David,Keith,1954,NULL
nm0001419,Sally,Kellerman,1937,NULL
nm0001420,DeForest,Kelley,1920,1999
nm0001421,George,Kennedy,1925,2016
nm0001422,Persis,Khambatta,1948,1998
nm0001423,Richard,Kiel,1939,2014
nm0001424,Udo,Kier,1944,NULL
nm0001425,Krzysztof,Kieslowski,1941,1996
nm0001426,Ben,Kingsley,1943,NULL
nm0001427,Greg,Kinnear,1963,NULL
nm0001428,Klaus,Kinski,1926,1991
nm0001429,Takeshi,Kitano,1947,NULL
nm0001430,Jack,Klugman,1922,2012
nm0001431,Wayne,Knight,1955,NULL
nm0001432,Charlie,Korsmo,1978,NULL
nm0001433,Yaphet,Kotto,1939,NULL
nm0001434,Kris,Kristofferson,1936,NULL
nm0001435,Lisa,Kudrow,1963,NULL
nm0001436,Swoosie,Kurtz,1944,NULL
nm0001437,Emir,Kusturica,1954,NULL
nm0001438,Neil,LaBute,1963,NULL
nm0001439,Anthony,LaPaglia,1959,NULL
nm0001440,Cheryl,Ladd,1951,NULL
nm0001441,Christine,Lahti,1950,NULL
nm0001442,Ricki,Lake,1968,NULL
nm0001443,Hedy,Lamarr,1914,2000
nm0001444,Lorenzo,Lamas,1958,NULL
nm0001445,Martin,Landau,1928,2017
nm0001446,Michael,Landon,1936,1991
nm0001447,Nathan,Lane,1956,NULL
nm0001448,Jessica,Lange,1949,NULL
nm0001449,Frank,Langella,1938,NULL
nm0001450,Angela,Lansbury,1925,NULL
nm0001451,Queen,Latifah,1970,NULL
nm0001452,Charles,Laughton,1899,1962
nm0001453,Piper,Laurie,1932,NULL
nm0001454,Martin,Lawrence,1965,NULL
nm0001455,Matt,LeBlanc,1967,NULL
nm0001456,Kelly,LeBrock,1960,NULL
nm0001457,James,Le,1962,NULL
nm0001458,Cloris,Leachman,1926,NULL
nm0001459,Denis,Leary,1957,NULL
nm0001460,Mimi,Leder,1952,NULL
nm0001461,Virginie,Ledoyen,1976,NULL
nm0001462,Jason,Scott,1966,NULL
nm0001463,Janet,Leigh,1927,2004
nm0001464,Kay,Lenz,1953,NULL
nm0001465,Elmore,Leonard,1925,2013
nm0001466,Sergio,Leone,1929,1989
nm0001467,Jared,Leto,1971,NULL
nm0001468,David,Letterman,1947,NULL
nm0001469,Barry,Levinson,1942,NULL
nm0001470,Charlotte,Lewis,1967,NULL
nm0001471,Jerry,Lewis,1926,NULL
nm0001472,Jet,Li,1963,NULL
nm0001473,Laura,Linney,1964,NULL
nm0001474,Tommy,'Tiny',1958,NULL
nm0001475,John,Lithgow,1945,NULL
nm0001476,Cleavon,Little,1939,1992
nm0001477,Robyn,Lively,1972,NULL
nm0001478,June,Lockhart,1925,NULL
nm0001479,Carole,Lombard,1908,1942
nm0001480,Shelley,Long,1949,NULL
nm0001481,Tina,Louise,1934,NULL
nm0001482,Courtney,Love,1964,NULL
nm0001483,Linda,Lovelace,1949,2002
nm0001484,Jon,Lovitz,1957,NULL
nm0001485,Myrna,Loy,1905,1993
nm0001486,Sidney,Lumet,1924,2011
nm0001487,John,Lynch,1961,NULL
nm0001488,Kelly,Lynch,1959,NULL
nm0001489,Paul,Lynde,1926,1982
nm0001490,Adrian,Lyne,1941,NULL
nm0001491,Melanie,Lynskey,1977,NULL
nm0001492,Kyle,MacLachlan,1959,NULL
nm0001493,Peter,MacNicol,1954,NULL
nm0001494,Ralph,Macchio,1961,NULL
nm0001495,Patrick,Macnee,1922,2015
nm0001496,Amy,Madigan,1950,NULL
nm0001497,Tobey,Maguire,1975,NULL
nm0001498,John,Mahoney,1940,NULL
nm0001499,Tina,Majorino,1985,NULL
nm0001500,Karl,Malden,1912,2009
nm0001501,Louis,Malle,1932,1995
nm0001502,Luis,Mandoki,\N,NULL
nm0001503,Dinah,Manoff,1956,NULL
nm0001504,Marilyn,Manson,1969,NULL
nm0001505,Joe,Mantegna,1947,NULL
nm0001506,Jane,March,1973,NULL
nm0001507,Cheech,Marin,1946,NULL
nm0001508,Penny,Marshall,1943,NULL
nm0001509,Dean,Martin,1917,1995
nm0001510,Strother,Martin,1919,1980
nm0001511,Lee,Marvin,1924,1987
nm0001512,Mary,Elizabeth,1958,NULL
nm0001513,Tim,Matheson,1947,NULL
nm0001514,Victor,Mature,1913,1999
nm0001515,Joseph,Mazzello,1983,NULL
nm0001516,Rue,McClanahan,1934,2010
nm0001517,Catherine,McCormack,1972,NULL
nm0001518,Dylan,McDermott,1961,NULL
nm0001519,Ian,McDiarmid,1944,NULL
nm0001520,Christopher,McDonald,1955,NULL
nm0001521,Mary,McDonnell,1952,NULL
nm0001522,Roddy,McDowall,1928,1998
nm0001523,Natascha,McElhone,1969,NULL
nm0001524,Paul,McGann,1959,NULL
nm0001525,John,C.McGinley,1959,NULL
nm0001526,Patrick,McGoohan,1928,2009
nm0001527,Elizabeth,McGovern,1961,NULL
nm0001528,Don,McKellar,1963,NULL
nm0001529,Nancy,McKeon,1966,NULL
nm0001530,William,McNamara,1965,NULL
nm0001531,Kristy,McNichol,1962,NULL
nm0001532,John,McTiernan,1951,NULL
nm0001533,Meat,Loaf,1947,NULL
nm0001534,Michelle,Meyrink,1962,NULL
nm0001535,Dale,Midkiff,1959,NULL
nm0001536,Toshirí´,Mifune,1920,1997
nm0001537,Ray,Milland,1907,1986
nm0001538,Jonny,Lee,1972,NULL
nm0001539,Hayley,Mills,1946,NULL
nm0001540,Rachel,Miner,1980,NULL
nm0001541,Kylie,Minogue,1968,NULL
nm0001542,Jay,Mohr,1970,NULL
nm0001543,Gretchen,Mol,1972,NULL
nm0001544,Ricardo,Montalban,1920,2009
nm0001545,Dudley,Moore,1935,2002
nm0001546,Mary,Tyler,1936,2017
nm0001547,Agnes,Moorehead,1900,1974
nm0001548,Rick,Moranis,1953,NULL
nm0001549,Rita,Moreno,1931,NULL
nm0001550,Cathy,Moriarty,1960,NULL
nm0001551,Alanis,Morissette,1974,NULL
nm0001553,Ennio,Morricone,1928,NULL
nm0001554,Errol,Morris,1948,NULL
nm0001555,Rob,Morrow,1962,NULL
nm0001556,David,Morse,1953,NULL
nm0001557,Viggo,Mortensen,1958,NULL
nm0001558,Mr.T,,1952,NULL
nm0001559,Audie,Murphy,1924,1971
nm0001560,Ornella,Muti,1955,NULL
nm0001561,Jim,Nabors,1930,NULL
nm0001562,Kathy,Najimy,1957,NULL
nm0001563,Kitten,Natividad,1948,NULL
nm0001564,Bebe,Neuwirth,1958,NULL
nm0001565,Mike,Newell,1942,NULL
nm0001566,Mike,Nichols,1931,2014
nm0001567,Connie,Nielsen,1965,NULL
nm0001568,Lisa,Niemi,1956,NULL
nm0001569,Chuck,Norris,1940,NULL
nm0001570,Edward,Norton,1969,NULL
nm0001571,Kim,Novak,1933,NULL
nm0001572,Danny,Nucci,1968,NULL
nm0001573,Catherine,O'Hara,1954,NULL
nm0001574,Michael,O'Keefe,1955,NULL
nm0001575,Tatum,O'Neal,1963,NULL
nm0001576,Heather,O'Rourke,1975,1988
nm0001577,Maureen,O'Sullivan,1911,1998
nm0001578,Annette,O'Toole,1952,NULL
nm0001579,Edward,James,1947,NULL
nm0001580,Ashley,Olsen,1986,NULL
nm0001581,Mary-Kate,Olsen,1986,NULL
nm0001582,Susan,Olsen,1961,NULL
nm0001583,Jerry,Orbach,1935,2004
nm0001584,Miranda,Otto,1967,NULL
nm0001585,Kelly,Packard,1975,NULL
nm0001586,Joanna,Pacula,1957,NULL
nm0001587,Alan,J.Pakula,1928,1998
nm0001588,Jack,Palance,1919,2006
nm0001589,Michael,Palin,1943,NULL
nm0001590,Chazz,Palminteri,1952,NULL
nm0001591,Bruce,Paltrow,1943,2002
nm0001592,Joe,Pantoliano,1951,NULL
nm0001593,Anna,Paquin,1982,NULL
nm0001594,Anne,Parillaud,1960,NULL
nm0001595,Michael,Paré,1958,NULL
nm0001596,Pier,Paolo,1922,1975
nm0001597,Mandy,Patinkin,1952,NULL
nm0001598,Robert,Patrick,1958,NULL
nm0001599,Will,Patton,1954,NULL
nm0001600,Adrian,Paul,1959,NULL
nm0001601,David,Paymer,1954,NULL
nm0001602,Guy,Pearce,1967,NULL
nm0001603,Sam,Peckinpah,1925,1984
nm0001604,Nia,Peeples,1961,NULL
nm0001605,Amanda,Peet,1972,NULL
nm0001606,Chris,Penn,1965,2006
nm0001607,Sydney,Penny,1971,NULL
nm0001608,Barry,Pepper,1970,NULL
nm0001609,Rosie,Perez,1964,NULL
nm0001610,Elizabeth,Perkins,1960,NULL
nm0001611,Max,Perlich,1968,NULL
nm0001612,Matthew,Perry,1969,NULL
nm0001613,Bernadette,Peters,1948,NULL
nm0001614,Lori,Petty,1963,NULL
nm0001615,Elizabeth,Peí±a,1959,2014
nm0001616,Mekhi,Phifer,1974,NULL
nm0001617,Lou,Diamond,1962,NULL
nm0001618,Joaquin,Phoenix,1974,NULL
nm0001619,Summer,Phoenix,1978,NULL
nm0001620,Slim,Pickens,1919,1983
nm0001621,Bronson,Pinchot,1959,NULL
nm0001622,Danny,Pintauro,1976,NULL
nm0001623,Maria,Pitillo,1966,NULL
nm0001624,Oliver,Platt,1960,NULL
nm0001625,Amanda,Plummer,1957,NULL
nm0001626,Christopher,Plummer,1929,NULL
nm0001627,Sidney,Poitier,1927,NULL
nm0001628,Sydney,Pollack,1934,2008
nm0001629,Kevin,Pollak,1957,NULL
nm0001630,Tracy,Pollan,1960,NULL
nm0001631,Sarah,Polley,1979,NULL
nm0001632,Teri,Polo,1969,NULL
nm0001633,Annie,Potts,1952,NULL
nm0001634,CCH,Pounder,1952,NULL
nm0001635,William,Powell,1892,1984
nm0001636,Priscilla,Presley,1945,NULL
nm0001637,Vincent,Price,1911,1993
nm0001638,Jürgen,Prochnow,1941,NULL
nm0001639,Alex,Proyas,1963,NULL
nm0001640,Richard,Pryor,1940,2005
nm0001641,Vincent,Perez,1964,NULL
nm0001642,Randy,Quaid,1950,NULL
nm0001643,Linnea,Quigley,1958,NULL
nm0001644,Aidan,Quinn,1959,NULL
nm0001645,Serge,Ladouceur,1952,NULL
nm0001646,Ted,Raimi,1965,NULL
nm0001647,ClaudeRains,,1889,1967
nm0001648,Charlotte,Rampling,1946,NULL
nm0001649,Anne,Ramsey,1929,1988
nm0001650,Michael,Rapaport,1970,NULL
nm0001651,Basil,Rathbone,1892,1967
nm0001652,John,Ratzenberger,1947,NULL
nm0001653,Stephen,Rea,1946,NULL
nm0001654,Ronald,Reagan,1911,2004
nm0001655,Lynn,Redgrave,1943,2010
nm0001656,Donna,Reed,1921,1986
nm0001657,Oliver,Reed,1938,1999
nm0001658,Robert,Reed,1932,1992
nm0001659,Christopher,Reeve,1952,2004
nm0001660,George,Reeves,1914,1959
nm0001661,Rob,Reiner,1947,NULL
nm0001662,Judge,Reinhold,1957,NULL
nm0001663,Paul,Reiser,1957,NULL
nm0001664,James,Remar,1953,NULL
nm0001665,Lee,Remick,1935,1991
nm0001666,Debbie,Reynolds,1932,2016
nm0001667,Jonathan,Rhys,1977,NULL
nm0001668,Kim,Richards,1964,NULL
nm0001669,Miranda,Richardson,1958,NULL
nm0001670,Natasha,Richardson,1963,2009
nm0001671,Diana,Rigg,1938,NULL
nm0001672,Joan,Rivers,1933,2014
nm0001673,Jason,Robards,1922,2000
nm0001674,Chris,Rock,1965,NULL
nm0001675,Robert,Rodriguez,1968,NULL
nm0001676,Nicolas,Roeg,1928,NULL
nm0001677,Ginger,Rogers,1911,1995
nm0001678,Roy,Rogers,1911,1998
nm0001679,Mark,Rolston,1956,NULL
nm0001680,Robert,Romanus,1956,NULL
nm0001681,George,A.Romero,1940,2017
nm0001682,Mickey,Rooney,1920,2014
nm0001683,Roseanne,Barr,1952,NULL
nm0001684,Katharine,Ross,1940,NULL
nm0001685,Rick,Rossovich,1957,NULL
nm0001686,Cynthia,Rothrock,1957,NULL
nm0001687,Gena,Rowlands,1930,NULL
nm0001688,Alan,Ruck,1956,NULL
nm0001689,Mercedes,Ruehl,1948,NULL
nm0001690,Jennifer,Runyon,1960,NULL
nm0001691,Geoffrey,Rush,1951,NULL
nm0001692,Ken,Russell,1927,2011
nm0001693,Eva,Marie,1924,NULL
nm0001694,Meredith,Salenger,1970,NULL
nm0001695,George,Sanders,1906,1972
nm0001696,Julian,Sands,1958,NULL
nm0001697,Chris,Sarandon,1942,NULL
nm0001698,John,Savage,1949,NULL
nm0001699,Telly,Savalas,1922,1994
nm0001700,Nancy,Savoca,1959,NULL
nm0001701,Devon,Sawa,1978,NULL
nm0001702,Roy,Scheider,1932,2008
nm0001703,Maximilian,Schell,1930,2014
nm0001704,Vincent,Schiavelli,1948,2005
nm0001705,Rob,Schneider,1963,NULL
nm0001706,Michael,Schoeffling,1960,NULL
nm0001707,Paul,Schrader,1946,NULL
nm0001708,Joel,Schumacher,1939,NULL
nm0001709,Til,Schweiger,1963,NULL
nm0001710,David,Schwimmer,1966,NULL
nm0001711,Annabella,Sciorra,1960,NULL
nm0001712,Tracy,Scoggins,1953,NULL
nm0001713,Izabella,Scorupco,1970,NULL
nm0001714,Campbell,Scott,1961,NULL
nm0001715,George,C.Scott,1927,1999
nm0001716,Tony,Scott,1944,2012
nm0001717,Kyle,Secor,1957,NULL
nm0001718,Kyra,Sedgwick,1965,NULL
nm0001719,George,Segal,1934,NULL
nm0001720,Ivan,Sergei,1971,NULL
nm0001721,Chloí«,Sevigny,1974,NULL
nm0001722,Rufus,Sewell,1967,NULL
nm0001723,Tom,Shadyac,1958,NULL
nm0001724,Tony,Shalhoub,1953,NULL
nm0001725,Omar,Sharif,1932,2015
nm0001726,Helen,Shaver,1951,NULL
nm0001727,Robert,Shaw,1927,1978
nm0001728,Wallace,Shawn,1943,NULL
nm0001729,Craig,Sheffer,1960,NULL
nm0001730,Deborah,Shelton,1948,NULL
nm0001731,Sam,Shepard,1943,2017
nm0001732,Cybill,Shepherd,1950,NULL
nm0001733,Nicollette,Sheridan,1963,NULL
nm0001734,Armin,Shimerman,1949,NULL
nm0001735,Talia,Shire,1946,NULL
nm0001736,Pauly,Shore,1968,NULL
nm0001737,Martin,Short,1950,NULL
nm0001738,Jonathan,Silverman,1966,NULL
nm0001739,Jean,Simmons,1929,2010
nm0001740,O.J.Simpson,,1947,NULL
nm0001741,Bryan,Singer,1965,NULL
nm0001742,Lori,Singer,1957,NULL
nm0001743,Marc,Singer,1948,NULL
nm0001744,Tom,Sizemore,1961,NULL
nm0001745,Stellan,Skarsgí¥rd,1951,NULL
nm0001746,Ione,Skye,1970,NULL
nm0001747,Charles,Martin,1953,NULL
nm0001748,Kurtwood,Smith,1943,NULL
nm0001749,Maggie,Smith,1934,NULL
nm0001750,Madolyn,Smith,1957,NULL
nm0001751,Jimmy,Smits,1955,NULL
nm0001752,Steven,Soderbergh,1963,NULL
nm0001753,P.J.Soles,,1950,NULL
nm0001754,Todd,Solondz,1959,NULL
nm0001755,Suzanne,Somers,1946,NULL
nm0001756,Barry,Sonnenfeld,1953,NULL
nm0001757,Kevin,Sorbo,1958,NULL
nm0001758,Timothy,Spall,1957,NULL
nm0001759,Vincent,Spano,1962,NULL
nm0001760,Tori,Spelling,1973,NULL
nm0001761,Jerry,Springer,1944,NULL
nm0001762,Jill,St.John,1940,NULL
nm0001763,Nick,Stahl,1979,NULL
nm0001764,John,Stamos,1963,NULL
nm0001765,Harry,Dean,1926,NULL
nm0001766,Barbara,Stanwyck,1907,1990
nm0001767,Imelda,Staunton,1956,NULL
nm0001768,Rod,Steiger,1925,2002
nm0001769,Howard,Stern,1954,NULL
nm0001770,Fisher,Stevens,1963,NULL
nm0001771,Stella,Stevens,1936,NULL
nm0001772,Patrick,Stewart,1940,NULL
nm0001773,David,Ogden,1942,NULL
nm0001774,Ben,Stiller,1965,NULL
nm0001775,Whit,Stillman,1952,NULL
nm0001776,Sting,,1951,NULL
nm0001777,Dean,Stockwell,1936,NULL
nm0001778,Matt,Stone,1971,NULL
nm0001779,Tom,Stoppard,1937,NULL
nm0001780,Peter,Stormare,1953,NULL
nm0001781,Julie,Strain,1962,NULL
nm0001782,Susan,Strasberg,1938,1999
nm0001783,Sally,Struthers,1947,NULL
nm0001784,Gloria,Stuart,1910,2010
nm0001785,Kristy,Swanson,1969,NULL
nm0001786,George,Takei,1937,NULL
nm0001787,Jeffrey,Tambor,1944,NULL
nm0001788,Jessica,Tandy,1909,1994
nm0001789,Andrei,Tarkovsky,1932,1986
nm0001790,Sharon,Tate,1943,1969
nm0001791,Robert,Taylor,1911,1969
nm0001792,Rod,Taylor,1930,2015
nm0001793,Heather,Thomas,1957,NULL
nm0001794,Henry,Thomas,1971,NULL
nm0001795,Jonathan,Taylor,1981,NULL
nm0001796,Richard,Thomas,1951,NULL
nm0001797,Rachel,Ticotin,1958,NULL
nm0001798,Kevin,Tighe,1944,NULL
nm0001799,John,Toll,1952,NULL
nm0001800,Rip,Torn,1931,NULL
nm0001801,Robert,Towne,1934,NULL
nm0001802,Nancy,Travis,1961,NULL
nm0001803,Danny,Trejo,1944,NULL
nm0001804,Stanley,Tucci,1960,NULL
nm0001805,Lana,Turner,1921,1995
nm0001806,John,Turturro,1957,NULL
nm0001807,Cicely,Tyson,1924,NULL
nm0001808,Tracey,Ullman,1959,NULL
nm0001809,Jay,Underwood,1968,NULL
nm0001810,Robert,Urich,1946,2002
nm0001811,Peter,Ustinov,1921,2004
nm0001812,Lee,Van,1925,1989
nm0001813,Dick,Van,1925,NULL
nm0001814,Gus,Van,1952,NULL
nm0001815,Jim,Varney,1949,2000
nm0001816,Robert,Vaughn,1932,2016
nm0001817,Reginald,VelJohnson,1952,NULL
nm0001818,Jesse,Ventura,1951,NULL
nm0001819,Petra,Verkaik,1966,NULL
nm0001820,Abe,Vigoda,1921,2016
nm0001821,Jan-Michael,Vincent,1944,NULL
nm0001822,Robert,Wagner,1930,NULL
nm0001823,Tom,Waits,1949,NULL
nm0001824,Ally,Walker,1961,NULL
nm0001825,Andrew,Kevin,1964,NULL
nm0001826,M.Emmet,Walsh,1935,NULL
nm0001827,Ray,Walston,1914,2001
nm0001828,Melora,Walters,1960,NULL
nm0001829,Rachel,Ward,1957,NULL
nm0001830,Sophie,Ward,1964,NULL
nm0001831,David,Warner,1941,NULL
nm0001832,Sam,Waterston,1940,NULL
nm0001833,Emily,Watson,1967,NULL
nm0001834,Damon,Wayans,1960,NULL
nm0001835,Carl,Weathers,1948,NULL
nm0001836,Steven,Weber,1961,NULL
nm0001837,Peter,Weir,1944,NULL
nm0001838,Rachel,Weisz,1970,NULL
nm0001839,Tuesday,Weld,1943,NULL
nm0001840,Ming-Na,Wen,1963,NULL
nm0001841,George,Wendt,1948,NULL
nm0001842,Adam,West,1928,2017
nm0001843,James,Whale,1889,1957
nm0001844,Frank,Whaley,1963,NULL
nm0001845,Forest,Whitaker,1961,NULL
nm0001846,Vanna,White,1957,NULL
nm0001847,Richard,Widmark,1914,2008
nm0001848,Dianne,Wiest,1948,NULL
nm0001849,Kathleen,Wilhoite,1964,NULL
nm0001850,Billy,Dee,1937,NULL
nm0001851,JoBeth,Williams,1948,NULL
nm0001852,Treat,Williams,1951,NULL
nm0001853,Vanessa,Williams,1963,NULL
nm0001854,Rita,Wilson,1956,NULL
nm0001855,Thomas,F.Wilson,1959,NULL
nm0001856,Oprah,Winfrey,1954,NULL
nm0001857,Henry,Winkler,1945,NULL
nm0001858,Mare,Winningham,1959,NULL
nm0001859,Shelley,Winters,1920,2006
nm0001860,Alicia,Witt,1975,NULL
nm0001861,Katarina,Witt,1965,NULL
nm0001862,Mary,Woronov,1943,NULL
nm0001863,Kari,Wuhrer,1967,NULL
nm0001864,Noah,Wyle,1971,NULL
nm0001865,Amy,Yasbeck,1962,NULL
nm0001866,Bolo,Yeung,1946,NULL
nm0001867,Amy,Yip,1965,NULL
nm0001868,Michael,York,1942,NULL
nm0001869,Tina,Yothers,1973,NULL
nm0001870,Robert,Young,1907,1998
nm0001871,Pia,Zadora,1954,NULL
nm0001872,Steve,Zahn,1967,NULL
nm0001873,Steven,Zaillian,1953,NULL
nm0001874,Franco,Zeffirelli,1923,NULL
nm0001875,Anthony,Zerbe,1936,NULL
nm0001876,Catherine,Zeta-Jones,1969,NULL
nm0001877,Hans,Zimmer,1957,NULL
nm0001878,David,Zucker,1947,NULL
nm0001879,Daphne,Zuniga,1962,NULL
nm0001880,Edward,Zwick,1952,NULL
nm0001881,Maryam,d'Abo,1960,NULL
nm0001882,Olivia,d'Abo,1969,NULL
nm0001883,Jenna,von,1977,NULL
nm0001884,Max,von,1929,NULL
nm0001885,Lars,von,1956,NULL
nm0001886,Howard,Ross,1941,NULL
nm0001887,Paul,Brickman,1949,NULL
nm0001888,Robert,Douglas,1909,1999
nm0001889,Charles,Hawtrey,1914,1988
nm0001890,Hugh,Herbert,1884,1952
nm0001891,Anthony,Higgins,1947,NULL
nm0001892,Steve,Rice,\N,NULL
nm0001893,John,Archer,1915,1999
nm0001894,Danny,Dayton,1923,1999
